otu_id	kingdom	phylum	class	order	family	genus	species	strain
OTU9832	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9833	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9835	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9836	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__clostridiaceae	g__clostridium	s__clostridium sp.	clostridium sp. mk31
OTU9837	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9838	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9839	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__clostridiaceae	g__clostridium	s__clostridium pasteurianum	clostridium pasteurianum dsm 525 = atcc 6013
OTU9840	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9842	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9843	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9844	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9845	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9846	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__rhodospirillum	s__rhodospirillum rubrum	rhodospirillum rubrum f11
OTU9847	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__acetobacteraceae	g__gluconacetobacter	s__gluconacetobacter diazotrophicus	gluconacetobacter diazotrophicus pa1 5
OTU9848	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9849	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9850	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9851	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__ruminococcaceae	g__ruminiclostridium	s__ruminiclostridium thermocellum	clostridium thermocellum ad2
OTU9852	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus terrae	paenibacillus terrae hpl_003
OTU9853	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter daltonii	geobacter daltonii frc_32
OTU9854	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9855	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9856	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiales	g__ideonella	s__ideonella dechloratans	ideonella dechloratans
OTU9857	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9858	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9859	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9861	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__rhodopseudomonas	s__rhodopseudomonas palustris	rhodopseudomonas palustris haa2
OTU9862	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__methylobacteriaceae	g__methylobacterium	s__methylobacterium sp.	methylobacterium sp. 4_46
OTU9863	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9864	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter daltonii	geobacter daltonii frc_32
OTU9865	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__magnetospirillum	s__magnetospirillum magneticum	magnetospirillum magneticum amb_1
OTU9866	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9867	k__bacteria	p__actinobacteria	c__actinobacteria	o__frankiales	f__frankiaceae	g__frankia	s__frankia spp.	uncultured frankia sp.
OTU9868	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9870	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter lovleyi	geobacter lovleyi sz
OTU9871	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9872	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9873	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9874	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9875	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9876	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiales	g__ideonella	s__ideonella dechloratans	ideonella dechloratans
OTU9877	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9878	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__aeromonadales	f__aeromonadaceae	g__tolumonas	s__tolumonas auensis	tolumonas auensis dsm 9187
OTU9879	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__clostridiaceae	g__clostridium	s__clostridium kluyveri	clostridium kluyveri dsm 555
OTU9880	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9881	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9882	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus terrae	paenibacillus terrae hpl_003
OTU9883	k__bacteria	p__firmicutes	c__negativicutes	o__selenomonadales	f__veillonellaceae	g__pelosinus	s__pelosinus fermentans	pelosinus fermentans a11
OTU9884	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter chroococcum	azotobacter chroococcum
OTU9885	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9887	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__methylocystaceae	g__methylosinus	s__methylosinus sp.	methylosinus sp. lw4
OTU9888	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9889	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9890	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9891	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9892	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum zeae	azospirillum zeae
OTU9894	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9895	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9896	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9897	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9898	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9899	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. ors 297
OTU9900	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9901	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9902	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9903	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9904	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9905	k__bacteria	p__firmicutes	c__negativicutes	o__selenomonadales	f__veillonellaceae	g__selenomonas	s__selenomonas ruminantium	selenomonas ruminantium subsp. lactilytica tam6421
OTU9906	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9907	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter daltonii	geobacter daltonii frc_32
OTU9908	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9909	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9910	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9911	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9913	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter chroococcum	azotobacter chroococcum
OTU9914	k__bacteria	p__actinobacteria	c__actinobacteria	o__pseudonocardiales	f__pseudonocardiaceae	g__amycolatopsis	s__amycolatopsis methanolica	amycolatopsis methanolica 239
OTU9915	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9921	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9922	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. gj11
OTU9925	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9927	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9928	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter daltonii	geobacter daltonii frc_32
OTU9929	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9930	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__skermanella	s__skermanella aerolata	skermanella aerolata
OTU9931	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9932	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9933	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9934	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9935	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9936	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__oxalobacteraceae	g__herbaspirillum	s__herbaspirillum seropedicae	herbaspirillum seropedicae
OTU9937	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus wynnii	paenibacillus wynnii
OTU9938	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9939	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9940	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9941	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9942	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9943	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9945	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. gj11
OTU9946	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiales	g__rubrivivax	s__rubrivivax gelatinosus	rubrivivax gelatinosus il144
OTU9948	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sabinae	paenibacillus sabinae
OTU9950	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. ors 324
OTU9956	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9958	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__magnetospirillum	s__magnetospirillum magneticum	magnetospirillum magneticum amb_1
OTU9959	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9960	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9963	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiaceae	g__burkholderia	s__burkholderia xenovorans	burkholderia xenovorans
OTU9964	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m21
OTU9965	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__comamonadaceae	g__polaromonas	s__polaromonas naphthalenivorans	polaromonas naphthalenivorans cj2
OTU9966	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiales	g__leptothrix	s__leptothrix cholodnii	leptothrix cholodnii sp_6
OTU9967	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9968	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus terrae	paenibacillus terrae hpl_003
OTU9969	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9970	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__skermanella	s__skermanella aerolata	skermanella aerolata
OTU9971	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m21
OTU9972	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9973	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__clostridiaceae	g__clostridium	s__clostridium sp.	clostridium sp. mk31
OTU9974	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. stm3074
OTU9975	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__ruminococcaceae	g__ruminiclostridium	s__clostridium cellobioparum	clostridium cellobioparum
OTU9976	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum canadense	azospirillum canadense
OTU9977	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geoalkalibacter	s__geoalkalibacter ferrihydriticus	geoalkalibacter ferrihydriticus
OTU9978	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9979	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9980	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
